split,method,brier_score,log_loss,ece,roc_auc,mean_probability,event_rate
iid_test,raw,0.1552319750835178,0.47303373575875707,0.02403385684824785,0.7882254000638773,0.2676110176774461,0.2703333333333333
iid_test,platt,0.15496775754038353,0.47254205399841204,0.0197933683840245,0.7882254000638773,0.2806688173967814,0.2703333333333333
iid_test,isotonic,0.1559428466407932,0.4802301749874104,0.02500373625388013,0.783735119944527,0.28199150728998945,0.2703333333333333
iid_test,oracle,0.14839163268374747,0.4536560092641497,0.018859228451205114,0.8066027931384306,0.27909943147573474,0.2703333333333333
shifted_test,raw,0.20054842955522426,0.5887086239953817,0.04820698120288994,0.7540148297190551,0.42643043498324473,0.426
shifted_test,platt,0.198142932395247,0.579936291836287,0.024452682908920612,0.7540148297190551,0.4203684227247219,0.426
shifted_test,isotonic,0.19901523721586303,0.5947017087119582,0.021882999692133642,0.7510385256434724,0.4209955712074575,0.426
shifted_test,oracle,0.18272947418267196,0.5430320850276293,0.020800385249537773,0.7919440763824137,0.44427346207793045,0.426
