split,repetition,method,brier_score,ece
iid_test,43,platt,0.16063090790881365,0.02424087508338319
iid_test,43,isotonic,0.16080361014249134,0.027314660842238183
iid_test,43,oracle,0.15247325424095293,0.024116759467879816
iid_test,44,raw,0.15211484483024784,0.022149994681950374
iid_test,44,platt,0.15226601044373614,0.023958345453144035
iid_test,44,isotonic,0.1529138188372212,0.025470017652767657
iid_test,44,oracle,0.14508622279534297,0.02550799112876976
iid_test,45,raw,0.1517188071125536,0.015782144736763985
iid_test,45,platt,0.1519133052784482,0.024633009585694077
iid_test,45,isotonic,0.15312081971921682,0.02228754390848321
iid_test,45,oracle,0.14550575049481734,0.029795800554968607
iid_test,46,raw,0.15436703752135908,0.029681725734196442
iid_test,46,platt,0.15404019836139998,0.027170696231962613
iid_test,46,isotonic,0.15560264888851413,0.02919071652920146
iid_test,46,oracle,0.14676760420278442,0.019707028151031245
iid_test,47,raw,0.15445985025998138,0.027766730816435894
iid_test,47,platt,0.1541857888698059,0.028970200449471246
iid_test,47,isotonic,0.15455466423876005,0.03087275651047634
iid_test,47,oracle,0.14808560422564002,0.030011402181215306
iid_test,48,raw,0.1526354414148356,0.02471853094822905
iid_test,48,platt,0.15251732015219438,0.028786184197670314
iid_test,48,isotonic,0.1536019255936549,0.03390625313674366
iid_test,48,oracle,0.1458055894767688,0.029818087896002377
iid_test,49,raw,0.1553738394961519,0.02674126933154737
iid_test,49,platt,0.15510362301080732,0.025593743081531704
iid_test,49,isotonic,0.15648855099729872,0.022184343086816563
iid_test,49,oracle,0.15006440616584177,0.02042037590013481
iid_test,50,raw,0.15236218722290173,0.021226839739430594
iid_test,50,platt,0.15251127780534246,0.024454372753923516
iid_test,50,isotonic,0.15358602869993093,0.026706616222694688
iid_test,50,oracle,0.14537479750321797,0.02543346128172723
iid_test,51,raw,0.15144092274191626,0.022482712338523374
iid_test,51,platt,0.15145840723696635,0.023956928776987175
iid_test,51,isotonic,0.153095635656091,0.02379983280315293
iid_test,51,oracle,0.14397058238833982,0.03598264139401033
iid_test,52,raw,0.15123170584060752,0.031019078672976652
iid_test,52,platt,0.151148092964494,0.02623373927580596
iid_test,52,isotonic,0.15211088543167586,0.031379541312413564
iid_test,52,oracle,0.14590691317779472,0.02881055274603885
iid_test,53,raw,0.15508726770395329,0.025934141357405082
iid_test,53,platt,0.1552432230556949,0.02628599490106989
iid_test,53,isotonic,0.1565214500116829,0.022363039412151803
iid_test,53,oracle,0.14788244734613856,0.022994965697292525
iid_test,54,raw,0.1545368812483997,0.03228702464180172
iid_test,54,platt,0.15440413664653427,0.03150978399862002
iid_test,54,isotonic,0.1555160183262564,0.031510670052887976
iid_test,54,oracle,0.14941281017250113,0.024363106010557762
iid_test,55,raw,0.15233799018495112,0.017576828271317
iid_test,55,platt,0.1527507171422538,0.025041248367298995
iid_test,55,isotonic,0.15418691199958798,0.02668096216601263
iid_test,55,oracle,0.14651185923234422,0.02521757832365342
iid_test,56,raw,0.15825493588040934,0.0326631454641449
iid_test,56,platt,0.1575213353496636,0.019957715396472633
iid_test,56,isotonic,0.15749942075081652,0.025683729749477854
iid_test,56,oracle,0.14996571533031874,0.02251804793335549
iid_test,57,raw,0.15987343565271983,0.026553319058794808
iid_test,57,platt,0.15935338874545796,0.02419527360631587
iid_test,57,isotonic,0.16007219839738088,0.026576951613867316
iid_test,57,oracle,0.1543050109002092,0.013149504396845075
iid_test,58,raw,0.1583520446985755,0.029286534052679666
iid_test,58,platt,0.15761366263460544,0.023211119236174905
